       1994          1          0          0          0
       1994          3          0          0          3
       1994          5          0          0          3
       1994          6          0          0          4
       1994          7          3          0          0
       1994          9          0          0          0
       1994         10          3          0          0
       1994         11          0          0          0
       1994         12          2          0          0
       1994         16          3          0          0
       1994         17          0          0          3
       1994         18          0          0          0
       1994         27          0          0          0
       1994         28          0          0          0
       1994         29          0          0          8
       1994         30          0          0          8
       1994         31          3          0          0
       1994         33          3          0          8
       1994         34          0          0          8
       1994         35          3          0          0
       1994         36          0          0          0
       1994         39          0          0          2
       1994         41          3          0          0
       1994         42          0          0          0
       1994         43          2          0          0
       1994         44          3          0          0
       1994         45          0          0          8
       1994         46          0          0          2
       1994         47          0          0          4
       1994         49          0          0          0
       1994         50          3          0          0
       1994         51          0          0          2
       1994         54          0          0          1
       1994         55          0          0          0
       1994         59          0          0          4
       1994         62          0          0          8
       1994         63          0          0          0
       1994         67          0          0          8
       1994         68          0          0          0
       1994         69          0          0          2
       1994         71          0          0          0
       1994         72          0          0          2
       1994         74          0          0          8
       1994         75          0          0          8
       1994         76          0          0          0
       1994         81          1          0          0
       1994         82          3          0          0
       1994         86          0          0          0
       1994         87          0          0          2
       1994         89          2          0          0
       1994         90          0          0          0
       1994         91          0          0          3
       1994         92          1          0          0
       1994         94          1          0          0
       1994         95          0          0          1
       1994         97          0          0          2
       1994         98          0          0          2
       1994         99          0          0          0
       1994        100          0          0          3
       1994        101          1          0          0
       1994        102          0          0          5
       1994        103          1          0          0
       1994        104          3          0          0
       1994        105          3          0          0
       1994        106          0          0          0
       1994        107          0          0          0
       1994        108          0          0          4
       1994        109          0          0          4
       1994        110          0          0          2
       1994        119          0          0          2
       1994        122          0          0          0
       1994        124          2          0          0
       1994        129          0          0          0
       1994        130          0          0          0
       1994        134          0          0          0
       1994        135          3          0          0
       1994        137          0          0          4
       1994        140          2          0          0
       1994        141          0          0          2
       1994        142          0          0          2
       1994        145          3          0          0
       1994        146          0          0          2
       1994        147          0          0          4
       1994        150          0          0          4
       1994        151          0          0          0
       1994        152          0          0          0
       1994        157          0          0          3
       1994        160          0          0          2
       1994        163          0          0          3
       1994        166          2          0          0
       1994        167          0          0          0
       1994        170          0          0          3
       1994        171          0          0          2
       1994        172          0          0          2
       1994        174          0          0          1
       1994        175          0          0          2
       1994        176          2          0          0
       1994        177          0          0          1
       1994        178          2          0          0
       1994        182          0          0          4
       1994        183          0          0          2
       1994        184          0          0          0
       1994        185          0          0          3
       1994        189          0          0          0
       1994        191          0          0          3
       1994        192          0          0          2
       1994        194          0          0          0
       1994        198          0          0          2
       1994        200          0          0          0
       1994        201          0          0          2
       1994        203          1          0          0
       1994        206          0          0          0
       1994        208          2          0          0
       1994        209          0          0          0
       1994        210          0          0          3
       1994        211          0          0          2
       1994        215          0          0          0
       1994        216          0          0          2
       1994        218          0          0          2
       1994        219          0          0          0
       1994        221          2          0          0
       1994        223          0          0          3
       1994        224          0          0          3
       1994        226          8          0          0
       1994        227          0          0          4
       1994        228          0          0          4
       1994        229          0          0          0
       1994        230          0          0          2
       1994        231          3          0          0
       1994        233          0          0          0
       1994        236          0          0          0
       1994        238          0          0          2
       1994        239          0          0          0
       1994        240          2          0          0
       1994        241          0          0          4
       1994        242          0          0          4
       1994        243          2          0          0
       1994        244          3          0          0
       1994        245          0          0          0
       1994        246          0          0          3
       1994        247          0          0          2
       1994        249          0          0          0
       1994        250          0          0          0
       1994        255          0          0          0
       1994        257          0          0          3
       1994        259          0          0          0
       1994        260          1          0          0
       1994        261          0          0          3
       1994        263          2          0          0
       1994        265          0          0          3
       1994        269          0          0          4
       1994        270          8          0          0
       1994        271          0          0          4
       1994        272          2          0          0
       1994        273          0          0          1
       1994        275          2          0          0
       1994        276          0          0          2
       1994        277          0          0          0
       1994        279          0          0          4
       1994        280          0          0          0
       1994        281          0          0          4
       1994        282          0          0          1
       1994        283          0          0          0
       1994        288          0          0          0
       1994        293          0          0          1
       1994        294          0          0          2
       1994        295          0          0          0
       1994        296          0          0          4
       1994        302          0          0          0
       1994        303          2          0          0
       1994        304          0          0          9
       1994        305          0          0          1
       1994        306          0          0          0
       1994        311          0          0          0
       1994        312          3          0          0
       1994        314          0          0          2
       1994        315          0          0          0
       1994        316          0          0          3
       1994        317          0          0          0
       1994        318          0          0          1
       1994        321          0          0          0
       1994        322          0          0          0
       1994        325          0          0          2
       1994        326          0          0          0
       1994        329          0          0          0
       1994        330          3          0          0
       1994        331          0          0          0
       1994        333          0          0          3
       1994        336          0          0          0
       1994        337          1          0          0
       1994        339          0          0          0
       1994        341          0          0          3
       1994        343          3          0          0
       1994        345          0          0          3
       1994        346          0          0          0
       1994        349          0          0          0
       1994        351          0          0          2
       1994        353          0          0          3
       1994        354          0          0          0
       1994        357          0          0          0
       1994        359          1          0          0
       1994        362          0          0          3
       1994        364          0          0          0
       1994        365          0          0          0
       1994        366          3          0          0
       1994        367          0          0          5
       1994        370          0          0          0
       1994        376          1          0          0
       1994        378          2          0          0
       1994        381          0          0          4
       1994        383          0          0          2
       1994        384          0          0          0
       1994        385          0          0          4
       1994        387          0          0          4
       1994        389          1          0          0
       1994        391          0          0          0
       1994        394          2          0          0
       1994        395          0          0          3
       1994        396          2          0          0
       1994        399          0          0          4
       1994        402          1          0          0
       1994        403          0          0          0
       1994        404          0          0          0
       1994        405          0          0          4
       1994        410          0          0          2
       1994        411          0          0          2
       1994        414          0          0          3
       1994        416          0          0          2
       1994        419          0          0          0
       1994        420          0          0          5
       1994        421          0          0          1
       1994        422          3          0          0
       1994        423          2          0          0
       1994        424          0          0          2
       1994        425          3          0          0
       1994        426          0          0          2
       1994        427          2          0          0
       1994        428          0          0          0
       1994        431          0          0          4
       1994        434          3          0          0
       1994        438          0          0          2
       1994        439          0          0          0
       1994        441          0          0          0
       1994        442          0          0          0
       1994        445          0          0          4
       1994        447          2          0          0
       1994        448          0          0          0
       1994        455          0          0          2
       1994        457          0          0          0
       1994        458          1          0          0
       1994        459          0          0          3
       1994        460          0          0          0
       1994        463          0          0          0
       1994        465          0          0          2
       1994        466          1          0          0
